fips	postal	name	medianhouseholdincome	rate	region	lograte
"28079"	"MS"	"Leake County"	31672	167.3	"SOUTH"	5.119789
"28081"	"MS"	"Lee County"	41026	209.3	"SOUTH"	5.343769
"28083"	"MS"	"Leflore County"	26037	502.4	"SOUTH"	6.219397
"28085"	"MS"	"Lincoln County"	35523	151	"SOUTH"	5.01728
"28087"	"MS"	"Lowndes County"	35774	302.4	"SOUTH"	5.711751
"28089"	"MS"	"Madison County"	57089	253.1	"SOUTH"	5.533785
"28091"	"MS"	"Marion County"	31026	258.8	"SOUTH"	5.556056
"28093"	"MS"	"Marshall County"	35443	232.3	"SOUTH"	5.44803
"28095"	"MS"	"Monroe County"	34468	111.7	"SOUTH"	4.715816
"28097"	"MS"	"Montgomery County"	30197	329.6	"SOUTH"	5.79788
"28099"	"MS"	"Neshoba County"	34698	120.3	"SOUTH"	4.789989
"28101"	"MS"	"Newton County"	34123	247.9	"SOUTH"	5.513025
"28103"	"MS"	"Noxubee County"	24699	244.6	"SOUTH"	5.499624
"28105"	"MS"	"Oktibbeha County"	33008	144.8	"SOUTH"	4.975354
"28107"	"MS"	"Panola County"	32377	195.5	"SOUTH"	5.27556
"28109"	"MS"	"Pearl River County"	39424	198.1	"SOUTH"	5.288772
"28111"	"MS"	"Perry County"	34470	163.2	"SOUTH"	5.094976
"28113"	"MS"	"Pike County"	29601	336.1	"SOUTH"	5.817409
"28115"	"MS"	"Pontotoc County"	37493	86.5	"SOUTH"	4.460145
"28117"	"MS"	"Prentiss County"	33940	73.7	"SOUTH"	4.300003
"28119"	"MS"	"Quitman County"	25507	393.5	"SOUTH"	5.975081
"28121"	"MS"	"Rankin County"	51007	429.6	"SOUTH"	6.062855
"28123"	"MS"	"Scott County"	32711	346.8	"SOUTH"	5.848748
"28125"	"MS"	"Sharkey County"	24987	281.9	"SOUTH"	5.641552
"28127"	"MS"	"Simpson County"	34843	233.5	"SOUTH"	5.453182
"28129"	"MS"	"Smith County"	36912	96.2	"SOUTH"	4.566429
"28131"	"MS"	"Stone County"	37975	217	"SOUTH"	5.379897
"28133"	"MS"	"Sunflower County"	26921	721.1	"SOUTH"	6.580778
"28135"	"MS"	"Tallahatchie County"	27352	194.9	"SOUTH"	5.272487
"28137"	"MS"	"Tate County"	41465	100	"SOUTH"	4.60517
"28143"	"MS"	"Tunica County"	29808	709.2	"SOUTH"	6.564137
"28145"	"MS"	"Union County"	37403	127.1	"SOUTH"	4.844974
"28147"	"MS"	"Walthall County"	30278	214.3	"SOUTH"	5.367377
"28149"	"MS"	"Warren County"	37578	396.8	"SOUTH"	5.983432
"28151"	"MS"	"Washington County"	25559	478.3	"SOUTH"	6.170238
"28153"	"MS"	"Wayne County"	32355	129.7	"SOUTH"	4.865224
"28155"	"MS"	"Webster County"	32798	157.2	"SOUTH"	5.057519
"28157"	"MS"	"Wilkinson County"	27622	248.9	"SOUTH"	5.517051
"28159"	"MS"	"Winston County"	31021	127.6	"SOUTH"	4.8489
"28161"	"MS"	"Yalobusha County"	31644	237.5	"SOUTH"	5.470168
"28163"	"MS"	"Yazoo County"	28474	475.9	"SOUTH"	6.165208
"33001"	"NH"	"Belknap County"	53851	66.5	"NORTH"	4.197202
"33003"	"NH"	"Carroll County"	48236	46.2	"NORTH"	3.83298
"33005"	"NH"	"Cheshire County"	49126	65.5	"NORTH"	4.18205
"33007"	"NH"	"Coos County"	37708	49.3	"NORTH"	3.897924
"33009"	"NH"	"Grafton County"	50834	76.9	"NORTH"	4.342506
"33011"	"NH"	"Hillsborough County"	67650	147.1	"NORTH"	4.991113
"33013"	"NH"	"Merrimack County"	60932	113.2	"NORTH"	4.729156
"33015"	"NH"	"Rockingham County"	73402	81	"NORTH"	4.394449
"33017"	"NH"	"Strafford County"	52527	86.8	"NORTH"	4.463607
"33019"	"NH"	"Sullivan County"	50549	73.2	"NORTH"	4.293195
"34001"	"NJ"	"Atlantic County"	51457	627.4	"NORTH"	6.441584
"34003"	"NJ"	"Bergen County"	77059	226.9	"NORTH"	5.42451
"34005"	"NJ"	"Burlington County"	73788	214.2	"NORTH"	5.36691
"34007"	"NJ"	"Camden County"	56939	397.9	"NORTH"	5.986201
"34009"	"NJ"	"Cape May County"	51585	229.7	"NORTH"	5.436774
"34011"	"NJ"	"Cumberland County"	49964	641.9	"NORTH"	6.464433
"34013"	"NJ"	"Essex County"	52288	1524.5	"NORTH"	7.329422
"34015"	"NJ"	"Gloucester County"	70012	160.5	"NORTH"	5.078294
"34017"	"NJ"	"Hudson County"	53547	972.3	"NORTH"	6.879664
"34019"	"NJ"	"Hunterdon County"	97532	262.8	"NORTH"	5.571393
"34021"	"NJ"	"Mercer County"	70228	504.4	"NORTH"	6.22337
"34023"	"NJ"	"Middlesex County"	75890	289.6	"NORTH"	5.6685
"34025"	"NJ"	"Monmouth County"	80462	330.3	"NORTH"	5.800001
"34027"	"NJ"	"Morris County"	91403	188.4	"NORTH"	5.238567
"34029"	"NJ"	"Ocean County"	56924	120.3	"NORTH"	4.789989
"34031"	"NJ"	"Passaic County"	53363	632.2	"NORTH"	6.449206
"34033"	"NJ"	"Salem County"	55274	267.8	"NORTH"	5.59024
"34035"	"NJ"	"Somerset County"	93777	207.3	"NORTH"	5.334167
"34037"	"NJ"	"Sussex County"	81330	120.1	"NORTH"	4.788325
"34039"	"NJ"	"Union County"	65937	618.4	"NORTH"	6.427135
"34041"	"NJ"	"Warren County"	69658	120.7	"NORTH"	4.793308
"36001"	"NY"	"Albany County"	53783	418.6	"NORTH"	6.036916
"36003"	"NY"	"Allegany County"	41384	72.2	"NORTH"	4.27944
"36005"	"NY"	"Bronx County"	32674	2084	"NORTH"	7.642045
"36007"	"NY"	"Broome County"	43920	202.2	"NORTH"	5.309258
"36009"	"NY"	"Cattaraugus County"	41266	139.2	"NORTH"	4.935912
"36011"	"NY"	"Cayuga County"	48453	329.5	"NORTH"	5.797576
"36013"	"NY"	"Chautauqua County"	39981	209.5	"NORTH"	5.344724
"36015"	"NY"	"Chemung County"	46130	299.9	"NORTH"	5.703449
"36017"	"NY"	"Chenango County"	41418	108	"NORTH"	4.682131
"36019"	"NY"	"Clinton County"	44193	393.2	"NORTH"	5.974319
"36021"	"NY"	"Columbia County"	50620	273.2	"NORTH"	5.610204
"36023"	"NY"	"Cortland County"	41903	66.4	"NORTH"	4.195697
"36025"	"NY"	"Delaware County"	40252	131.9	"NORTH"	4.882044
"36027"	"NY"	"Dutchess County"	68831	465	"NORTH"	6.142037
"36029"	"NY"	"Erie County"	46773	251.5	"NORTH"	5.527443
"36031"	"NY"	"Essex County"	42053	365.4	"NORTH"	5.900993
"36033"	"NY"	"Franklin County"	41062	796.7	"NORTH"	6.680478
"36035"	"NY"	"Fulton County"	39939	142.7	"NORTH"	4.960744
"36037"	"NY"	"Genesee County"	47387	129.5	"NORTH"	4.863681
"36039"	"NY"	"Greene County"	45070	436.4	"NORTH"	6.078559
"36043"	"NY"	"Herkimer County"	42876	83.4	"NORTH"	4.423648
"36045"	"NY"	"Jefferson County"	43448	358.2	"NORTH"	5.881092
"36047"	"NY"	"Kings County"	42047	1311.6	"NORTH"	7.179003
"36049"	"NY"	"Lewis County"	41093	256.3	"NORTH"	5.546349
"36051"	"NY"	"Livingston County"	50094	322.6	"NORTH"	5.776413
"36053"	"NY"	"Madison County"	50270	66.2	"NORTH"	4.19268
"36055"	"NY"	"Monroe County"	49564	340.9	"NORTH"	5.831589
"36057"	"NY"	"Montgomery County"	40035	164.1	"NORTH"	5.100476
"36059"	"NY"	"Nassau County"	90294	254.6	"NORTH"	5.539694
"36061"	"NY"	"New York County"	63188	2391.2	"NORTH"	7.779551
"36063"	"NY"	"Niagara County"	44006	95	"NORTH"	4.553877
"36065"	"NY"	"Oneida County"	46409	371.3	"NORTH"	5.91701
"36067"	"NY"	"Onondaga County"	50298	236.6	"NORTH"	5.466371
"36069"	"NY"	"Ontario County"	53137	95.9	"NORTH"	4.563306
"36071"	"NY"	"Orange County"	65512	330.9	"NORTH"	5.801816
"36073"	"NY"	"Orleans County"	44783	1015.6	"NORTH"	6.923235
"36075"	"NY"	"Oswego County"	44371	84.5	"NORTH"	4.436751
"36077"	"NY"	"Otsego County"	42837	109.6	"NORTH"	4.696837
"36079"	"NY"	"Putnam County"	82585	144.2	"NORTH"	4.971201
"36081"	"NY"	"Queens County"	52486	862.6	"NORTH"	6.759951
"36083"	"NY"	"Rensselaer County"	51720	180	"NORTH"	5.192957
"36085"	"NY"	"Richmond County"	69163	488.8	"NORTH"	6.191953
"36087"	"NY"	"Rockland County"	79798	282	"NORTH"	5.641907
"36089"	"NY"	"St. Lawrence County"	40008	303.8	"NORTH"	5.71637
"36091"	"NY"	"Saratoga County"	65508	132	"NORTH"	4.882802
"36093"	"NY"	"Schenectady County"	52062	307.1	"NORTH"	5.727173
"36095"	"NY"	"Schoharie County"	47350	135.6	"NORTH"	4.909709
"36099"	"NY"	"Seneca County"	45961	474.4	"NORTH"	6.162051
"36101"	"NY"	"Steuben County"	45231	82.8	"NORTH"	4.416428
"36103"	"NY"	"Suffolk County"	81235	227.6	"NORTH"	5.42759
"36105"	"NY"	"Sullivan County"	43882	618.6	"NORTH"	6.427459
"36107"	"NY"	"Tioga County"	50043	77.9	"NORTH"	4.355426
"36109"	"NY"	"Tompkins County"	50156	150.1	"NORTH"	5.011302
"36111"	"NY"	"Ulster County"	51194	442.8	"NORTH"	6.093118
"36113"	"NY"	"Warren County"	50269	117.6	"NORTH"	4.767289
"36115"	"NY"	"Washington County"	46629	325.2	"NORTH"	5.784441
"36117"	"NY"	"Wayne County"	50213	164.8	"NORTH"	5.104733
"36119"	"NY"	"Westchester County"	76993	474.3	"NORTH"	6.16184
"36121"	"NY"	"Wyoming County"	46846	571.2	"NORTH"	6.347739
"36123"	"NY"	"Yates County"	43820	51.7	"NORTH"	3.945458
"37001"	"NC"	"Alamance County"	41519	250.2	"SOUTH"	5.522261
"37003"	"NC"	"Alexander County"	40441	97.9	"SOUTH"	4.583947
"37007"	"NC"	"Anson County"	32268	389.2	"SOUTH"	5.964093
"37009"	"NC"	"Ashe County"	31965	30.8	"SOUTH"	3.427515
"37011"	"NC"	"Avery County"	35568	57.5	"SOUTH"	4.051785
"37013"	"NC"	"Beaufort County"	38194	265.3	"SOUTH"	5.580861
"37015"	"NC"	"Bertie County"	30586	391.4	"SOUTH"	5.96973
"37017"	"NC"	"Bladen County"	31637	288.6	"SOUTH"	5.665041
"37019"	"NC"	"Brunswick County"	44186	141.6	"SOUTH"	4.953006
"37021"	"NC"	"Buncombe County"	42846	220.1	"SOUTH"	5.394082
"37023"	"NC"	"Burke County"	38541	102.6	"SOUTH"	4.630838
"37025"	"NC"	"Cabarrus County"	49355	159.5	"SOUTH"	5.072044
"37027"	"NC"	"Caldwell County"	36860	71.3	"SOUTH"	4.266896
"37029"	"NC"	"Camden County"	59522	162.7	"SOUTH"	5.091908
"37031"	"NC"	"Carteret County"	43356	95.3	"SOUTH"	4.55703
"37033"	"NC"	"Caswell County"	37115	228.2	"SOUTH"	5.430223
"37035"	"NC"	"Catawba County"	41782	138.6	"SOUTH"	4.931592
"37037"	"NC"	"Chatham County"	53958	182.5	"SOUTH"	5.20675
"37039"	"NC"	"Cherokee County"	32963	60.1	"SOUTH"	4.09601
"37041"	"NC"	"Chowan County"	36176	197	"SOUTH"	5.283204
"37043"	"NC"	"Clay County"	35314	104.9	"SOUTH"	4.653008
"37045"	"NC"	"Cleveland County"	38392	207.7	"SOUTH"	5.336095
"37047"	"NC"	"Columbus County"	32518	333.9	"SOUTH"	5.810842
"37049"	"NC"	"Craven County"	41791	341	"SOUTH"	5.831882
"37051"	"NC"	"Cumberland County"	43356	450.7	"SOUTH"	6.110802
"37053"	"NC"	"Currituck County"	53939	114.6	"SOUTH"	4.741448
"37055"	"NC"	"Dare County"	50203	135.3	"SOUTH"	4.907495
"37057"	"NC"	"Davidson County"	40618	167.1	"SOUTH"	5.118592
"37059"	"NC"	"Davie County"	46957	81.1	"SOUTH"	4.395683
"37061"	"NC"	"Duplin County"	34672	336	"SOUTH"	5.817111
"37063"	"NC"	"Durham County"	48023	645.2	"SOUTH"	6.46956
"37065"	"NC"	"Edgecombe County"	33146	636.6	"SOUTH"	6.456141
"37067"	"NC"	"Forsyth County"	44443	437.7	"SOUTH"	6.081534
"37069"	"NC"	"Franklin County"	45592	209	"SOUTH"	5.342334
"37071"	"NC"	"Gaston County"	40332	285.7	"SOUTH"	5.654943
"37073"	"NC"	"Gates County"	43010	110.8	"SOUTH"	4.707727
"37077"	"NC"	"Granville County"	45828	380.5	"SOUTH"	5.941486
"37079"	"NC"	"Greene County"	38428	393.5	"SOUTH"	5.975081
"37081"	"NC"	"Guilford County"	42415	461.9	"SOUTH"	6.135348
"37083"	"NC"	"Halifax County"	30861	314.6	"SOUTH"	5.751302
"37085"	"NC"	"Harnett County"	40956	207.9	"SOUTH"	5.337057
"37087"	"NC"	"Haywood County"	39987	97.1	"SOUTH"	4.575741
"37089"	"NC"	"Henderson County"	43589	87.4	"SOUTH"	4.470495
"37091"	"NC"	"Hertford County"	32410	611	"SOUTH"	6.415097
"37093"	"NC"	"Hoke County"	43679	377.9	"SOUTH"	5.934629
"37095"	"NC"	"Hyde County"	35206	337.8	"SOUTH"	5.822454
"37097"	"NC"	"Iredell County"	46576	95.9	"SOUTH"	4.563306
"37099"	"NC"	"Jackson County"	36741	82.7	"SOUTH"	4.41522
"37101"	"NC"	"Johnston County"	46922	225	"SOUTH"	5.416101
"37103"	"NC"	"Jones County"	38578	311.9	"SOUTH"	5.742682
"37105"	"NC"	"Lee County"	41999	304.5	"SOUTH"	5.718671
"37107"	"NC"	"Lenoir County"	36455	484.6	"SOUTH"	6.183324
"37109"	"NC"	"Lincoln County"	45332	69.4	"SOUTH"	4.239887
"37111"	"NC"	"McDowell County"	34383	91.4	"SOUTH"	4.515245
"37113"	"NC"	"Macon County"	36229	95.1	"SOUTH"	4.554929
"37115"	"NC"	"Madison County"	36158	77.7	"SOUTH"	4.352855
"37117"	"NC"	"Martin County"	34814	329.1	"SOUTH"	5.796361
"37119"	"NC"	"Mecklenburg County"	52363	595.7	"SOUTH"	6.389737
"37121"	"NC"	"Mitchell County"	35032	118.9	"SOUTH"	4.778283
"37123"	"NC"	"Montgomery County"	34608	181.2	"SOUTH"	5.199601
"37125"	"NC"	"Moore County"	47705	175.6	"SOUTH"	5.168209
"37127"	"NC"	"Nash County"	42315	323.2	"SOUTH"	5.778271
"37129"	"NC"	"New Hanover County"	46129	336.6	"SOUTH"	5.818895
"37131"	"NC"	"Northampton County"	32168	382.1	"SOUTH"	5.945683
"37133"	"NC"	"Onslow County"	41969	153.9	"SOUTH"	5.036303
"37135"	"NC"	"Orange County"	51434	247.5	"SOUTH"	5.511411
"37137"	"NC"	"Pamlico County"	41442	204.7	"SOUTH"	5.321546
"37139"	"NC"	"Pasquotank County"	39381	281.5	"SOUTH"	5.640132
"37141"	"NC"	"Pender County"	43573	135.3	"SOUTH"	4.907495
"37143"	"NC"	"Perquimans County"	40772	265.3	"SOUTH"	5.580861
"37145"	"NC"	"Person County"	42621	202.7	"SOUTH"	5.311727
"37147"	"NC"	"Pitt County"	39519	340	"SOUTH"	5.828946
"37149"	"NC"	"Polk County"	44756	107.5	"SOUTH"	4.677491
"37151"	"NC"	"Randolph County"	39648	123.3	"SOUTH"	4.81462
"37153"	"NC"	"Richmond County"	31568	310.8	"SOUTH"	5.73915
"37155"	"NC"	"Robeson County"	30627	354.1	"SOUTH"	5.869579
"37157"	"NC"	"Rockingham County"	38063	157.9	"SOUTH"	5.061962
"37159"	"NC"	"Rowan County"	38658	283.8	"SOUTH"	5.64827
"37161"	"NC"	"Rutherford County"	35057	81.3	"SOUTH"	4.398146
"37163"	"NC"	"Sampson County"	37047	266.4	"SOUTH"	5.584999
"37165"	"NC"	"Scotland County"	31805	401.6	"SOUTH"	5.995457
"37167"	"NC"	"Stanly County"	42854	137	"SOUTH"	4.919981
"37169"	"NC"	"Stokes County"	43178	81.3	"SOUTH"	4.398146
"37171"	"NC"	"Surry County"	36622	85.9	"SOUTH"	4.453184
"37173"	"NC"	"Swain County"	36109	99.4	"SOUTH"	4.599152
"37175"	"NC"	"Transylvania County"	40652	93.8	"SOUTH"	4.541165
"37177"	"NC"	"Tyrrell County"	31732	202.6	"SOUTH"	5.311234
"37179"	"NC"	"Union County"	64486	110.4	"SOUTH"	4.70411
"37181"	"NC"	"Vance County"	34000	434.3	"SOUTH"	6.073736
"37183"	"NC"	"Wake County"	61594	364	"SOUTH"	5.897154
"37185"	"NC"	"Warren County"	32574	226.7	"SOUTH"	5.423627
"37187"	"NC"	"Washington County"	33293	415.5	"SOUTH"	6.029483
"37189"	"NC"	"Watauga County"	38923	62.3	"SOUTH"	4.131961
"37191"	"NC"	"Wayne County"	40274	388	"SOUTH"	5.961005
"37193"	"NC"	"Wilkes County"	34886	75	"SOUTH"	4.317488
"37195"	"NC"	"Wilson County"	36645	460.1	"SOUTH"	6.131444
"37197"	"NC"	"Yadkin County"	41095	79.4	"SOUTH"	4.374498
"37199"	"NC"	"Yancey County"	36934	62.6	"SOUTH"	4.136765
"44001"	"RI"	"Bristol County"	60631	54.4	"NORTH"	3.996364
"44003"	"RI"	"Kent County"	54665	81.6	"NORTH"	4.401829
"44005"	"RI"	"Newport County"	67431	131.9	"NORTH"	4.882044
"44007"	"RI"	"Providence County"	45572	312.3	"NORTH"	5.743964
"44009"	"RI"	"Washington County"	67195	56.6	"NORTH"	4.036009
"45001"	"SC"	"Abbeville County"	34658	216.3	"SOUTH"	5.376667
"45003"	"SC"	"Aiken County"	43196	298.5	"SOUTH"	5.69877
"45005"	"SC"	"Allendale County"	24615	683	"SOUTH"	6.526495
"45007"	"SC"	"Anderson County"	38851	172.5	"SOUTH"	5.150397
"45009"	"SC"	"Bamberg County"	29101	699.9	"SOUTH"	6.550938
"45011"	"SC"	"Barnwell County"	30898	593.8	"SOUTH"	6.386543
"45013"	"SC"	"Beaufort County"	55266	252.9	"SOUTH"	5.532994
"45015"	"SC"	"Berkeley County"	49284	180	"SOUTH"	5.192957
"45017"	"SC"	"Calhoun County"	37507	256.5	"SOUTH"	5.547129
"45019"	"SC"	"Charleston County"	46187	520.7	"SOUTH"	6.255174
"45021"	"SC"	"Cherokee County"	35223	140.8	"SOUTH"	4.94734
"45023"	"SC"	"Chester County"	34908	248.1	"SOUTH"	5.513832
"45025"	"SC"	"Chesterfield County"	32483	205	"SOUTH"	5.32301
"45027"	"SC"	"Clarendon County"	30913	442.4	"SOUTH"	6.092215
"45029"	"SC"	"Colleton County"	32446	399.7	"SOUTH"	5.990714
"45031"	"SC"	"Darlington County"	33772	356.1	"SOUTH"	5.875212
"45033"	"SC"	"Dillon County"	28665	425.3	"SOUTH"	6.052795
"45035"	"SC"	"Dorchester County"	51132	215	"SOUTH"	5.370638
"45037"	"SC"	"Edgefield County"	41501	469.1	"SOUTH"	6.150816
"45039"	"SC"	"Fairfield County"	32261	384.2	"SOUTH"	5.951163
"45041"	"SC"	"Florence County"	38914	548.1	"SOUTH"	6.306458
"45043"	"SC"	"Georgetown County"	38340	384	"SOUTH"	5.950643
"45045"	"SC"	"Greenville County"	45666	259.9	"SOUTH"	5.560297
"45047"	"SC"	"Greenwood County"	35619	329.7	"SOUTH"	5.798183
"45049"	"SC"	"Hampton County"	33367	593.5	"SOUTH"	6.386037
"45051"	"SC"	"Horry County"	40697	295.2	"SOUTH"	5.687653
"45053"	"SC"	"Jasper County"	35533	430.9	"SOUTH"	6.065876
"45055"	"SC"	"Kershaw County"	42174	297.8	"SOUTH"	5.696422
"45057"	"SC"	"Lancaster County"	38312	207.4	"SOUTH"	5.334649
"45059"	"SC"	"Laurens County"	36345	240.4	"SOUTH"	5.482304
"45061"	"SC"	"Lee County"	29756	644.8	"SOUTH"	6.46894
"45063"	"SC"	"Lexington County"	51523	258.7	"SOUTH"	5.555669
"45065"	"SC"	"McCormick County"	34963	597.4	"SOUTH"	6.392587
"45067"	"SC"	"Marion County"	27917	523.4	"SOUTH"	6.260346
"45069"	"SC"	"Marlboro County"	28630	419	"SOUTH"	6.037871
"45071"	"SC"	"Newberry County"	39054	268.8	"SOUTH"	5.593967
"45073"	"SC"	"Oconee County"	42671	66.6	"SOUTH"	4.198705
"45075"	"SC"	"Orangeburg County"	32699	580	"SOUTH"	6.363028
"45077"	"SC"	"Pickens County"	40110	88.8	"SOUTH"	4.486387
"45079"	"SC"	"Richland County"	45944	859.6	"SOUTH"	6.756467
"45081"	"SC"	"Saluda County"	39570	218.8	"SOUTH"	5.388158
"45083"	"SC"	"Spartanburg County"	41888	240.2	"SOUTH"	5.481472
"45085"	"SC"	"Sumter County"	36554	644	"SOUTH"	6.467699
"45087"	"SC"	"Union County"	34125	234.5	"SOUTH"	5.457456
"45089"	"SC"	"Williamsburg County"	28083	676.7	"SOUTH"	6.517228
"45091"	"SC"	"York County"	51403	224	"SOUTH"	5.411646
"47001"	"TN"	"Anderson County"	45917	94.5	"SOUTH"	4.5486
"47003"	"TN"	"Bedford County"	39057	78.9	"SOUTH"	4.368181
"47005"	"TN"	"Benton County"	32346	60.1	"SOUTH"	4.09601
"47007"	"TN"	"Bledsoe County"	33366	71.7	"SOUTH"	4.272491
"47009"	"TN"	"Blount County"	41736	87.2	"SOUTH"	4.468204
"47011"	"TN"	"Bradley County"	38558	138.1	"SOUTH"	4.927978
"47013"	"TN"	"Campbell County"	31699	42.6	"SOUTH"	3.751854
"47015"	"TN"	"Cannon County"	36246	146.5	"SOUTH"	4.987025
"47017"	"TN"	"Carroll County"	34566	99.5	"SOUTH"	4.600158
"47019"	"TN"	"Carter County"	31145	92.5	"SOUTH"	4.527209
"47021"	"TN"	"Cheatham County"	51106	197.9	"SOUTH"	5.287762
"47023"	"TN"	"Chester County"	39492	48.1	"SOUTH"	3.873282
"47025"	"TN"	"Claiborne County"	29227	24.8	"SOUTH"	3.210844
"47027"	"TN"	"Clay County"	28014	74.8	"SOUTH"	4.314818
"47029"	"TN"	"Cocke County"	28832	77.6	"SOUTH"	4.351567
"47031"	"TN"	"Coffee County"	39321	90.8	"SOUTH"	4.508659
"47033"	"TN"	"Crockett County"	37945	58.9	"SOUTH"	4.075841
"47035"	"TN"	"Cumberland County"	36214	38.4	"SOUTH"	3.648057
"47037"	"TN"	"Davidson County"	43825	745.7	"SOUTH"	6.614323
"47039"	"TN"	"Decatur County"	35134	95.6	"SOUTH"	4.560173
"47041"	"TN"	"DeKalb County"	35726	158.3	"SOUTH"	5.064492
"47043"	"TN"	"Dickson County"	43353	110.2	"SOUTH"	4.702297
"47045"	"TN"	"Dyer County"	36735	72.5	"SOUTH"	4.283587
"47047"	"TN"	"Fayette County"	53935	202.1	"SOUTH"	5.308763
"47049"	"TN"	"Fentress County"	29088	33	"SOUTH"	3.496508
"47051"	"TN"	"Franklin County"	40247	48.6	"SOUTH"	3.883624
"47053"	"TN"	"Gibson County"	35711	124.8	"SOUTH"	4.826713
"47055"	"TN"	"Giles County"	35466	116.4	"SOUTH"	4.757032
"47057"	"TN"	"Grainger County"	33291	67.2	"SOUTH"	4.207673
"47059"	"TN"	"Greene County"	34649	73.3	"SOUTH"	4.29456
"47061"	"TN"	"Grundy County"	27494	65.9	"SOUTH"	4.188138
"47063"	"TN"	"Hamblen County"	38711	81	"SOUTH"	4.394449
"47065"	"TN"	"Hamilton County"	44132	326	"SOUTH"	5.786897
"47069"	"TN"	"Hardeman County"	31747	188.3	"SOUTH"	5.238037
"47071"	"TN"	"Hardin County"	31883	115.7	"SOUTH"	4.751
"47073"	"TN"	"Hawkins County"	37164	49.7	"SOUTH"	3.906005
"47075"	"TN"	"Haywood County"	34310	573.5	"SOUTH"	6.351758
"47077"	"TN"	"Henderson County"	36347	78.3	"SOUTH"	4.360548
"47079"	"TN"	"Henry County"	36247	88.5	"SOUTH"	4.483003
"47081"	"TN"	"Hickman County"	35948	73.6	"SOUTH"	4.298645
"47083"	"TN"	"Houston County"	35739	85.2	"SOUTH"	4.445002
"47085"	"TN"	"Humphreys County"	38300	31.1	"SOUTH"	3.437208
"47087"	"TN"	"Jackson County"	31093	77.5	"SOUTH"	4.350278
"47089"	"TN"	"Jefferson County"	37279	56.8	"SOUTH"	4.039536
"47091"	"TN"	"Johnson County"	29219	94.5	"SOUTH"	4.5486
"47093"	"TN"	"Knox County"	44074	239.7	"SOUTH"	5.479388
"47095"	"TN"	"Lake County"	27142	187	"SOUTH"	5.231109
"47097"	"TN"	"Lauderdale County"	32741	365.7	"SOUTH"	5.901814
"47099"	"TN"	"Lawrence County"	34637	87.3	"SOUTH"	4.46935
"47103"	"TN"	"Lincoln County"	41022	76.1	"SOUTH"	4.332048
"47105"	"TN"	"Loudon County"	47206	63.8	"SOUTH"	4.155753
"47107"	"TN"	"McMinn County"	38183	103	"SOUTH"	4.634729
"47109"	"TN"	"McNairy County"	33139	49.9	"SOUTH"	3.910021
"47111"	"TN"	"Macon County"	33036	48.2	"SOUTH"	3.875359
"47113"	"TN"	"Madison County"	40670	261.2	"SOUTH"	5.565286
"47115"	"TN"	"Marion County"	37672	117.6	"SOUTH"	4.767289
"47117"	"TN"	"Marshall County"	40052	90.6	"SOUTH"	4.506454
"47119"	"TN"	"Maury County"	45445	151.3	"SOUTH"	5.019265
"47121"	"TN"	"Meigs County"	36584	98.3	"SOUTH"	4.588024
"47123"	"TN"	"Monroe County"	35833	79.6	"SOUTH"	4.377014
"47125"	"TN"	"Montgomery County"	47258	158.2	"SOUTH"	5.06386
"47129"	"TN"	"Morgan County"	35322	135.4	"SOUTH"	4.908233
"47131"	"TN"	"Obion County"	38530	107.1	"SOUTH"	4.673763
"47135"	"TN"	"Perry County"	31486	104.7	"SOUTH"	4.651099
"47139"	"TN"	"Polk County"	35083	84.8	"SOUTH"	4.440296
"47141"	"TN"	"Putnam County"	35225	89.7	"SOUTH"	4.496471
"47143"	"TN"	"Rhea County"	36308	58.9	"SOUTH"	4.075841
"47145"	"TN"	"Roane County"	42620	56	"SOUTH"	4.025352
"47147"	"TN"	"Robertson County"	51074	163.7	"SOUTH"	5.098035
"47149"	"TN"	"Rutherford County"	51815	155.1	"SOUTH"	5.04407
"47151"	"TN"	"Scott County"	29792	44.4	"SOUTH"	3.793239
"47153"	"TN"	"Sequatchie County"	38082	50.2	"SOUTH"	3.916015
"47155"	"TN"	"Sevier County"	39349	107.7	"SOUTH"	4.679349
"47157"	"TN"	"Shelby County"	43859	848.5	"SOUTH"	6.74347
"47159"	"TN"	"Smith County"	39330	120.9	"SOUTH"	4.794964
"47163"	"TN"	"Sullivan County"	36337	91.5	"SOUTH"	4.516339
"47165"	"TN"	"Sumner County"	48502	112.9	"SOUTH"	4.726502
"47167"	"TN"	"Tipton County"	47824	161.1	"SOUTH"	5.082026
"47169"	"TN"	"Trousdale County"	35824	168	"SOUTH"	5.123964
"47171"	"TN"	"Unicoi County"	35976	56.2	"SOUTH"	4.028917
"47173"	"TN"	"Union County"	32533	44.2	"SOUTH"	3.788725
"47175"	"TN"	"Van Buren County"	31455	106.1	"SOUTH"	4.664382
"47177"	"TN"	"Warren County"	33265	116.4	"SOUTH"	4.757032
"47179"	"TN"	"Washington County"	41702	163.2	"SOUTH"	5.094976
"47181"	"TN"	"Wayne County"	32334	101.1	"SOUTH"	4.61611
"47183"	"TN"	"Weakley County"	34782	39.5	"SOUTH"	3.676301
"47185"	"TN"	"White County"	33251	63.4	"SOUTH"	4.149464
"47187"	"TN"	"Williamson County"	82273	82.5	"SOUTH"	4.412798
"47189"	"TN"	"Wilson County"	56270	99.7	"SOUTH"	4.602166
"50001"	"VT"	"Addison County"	51967	62.2	"NORTH"	4.130355
